# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Sun Oct  1 05:52:15 2023
#
# CONSTRAINT:  where (immodeldef =1)
#
# COLUMN plntname:       Planet Name
# COLUMN ra_str:         RA [sexagesimal]
# COLUMN ra:             RA [deg]
# COLUMN dec_str:        Dec [sexagesimal]
# COLUMN dec:            Dec [deg]
# COLUMN imdelthmag:     Delta mag H-band (planet-host) [mag]
# COLUMN imdeltjmag:     Delta mag J-band (planet-host) [mag]
# COLUMN imdeltkmag:     Delta mag K-band (planet-host) [mag]
# COLUMN imdeltlpmag:    Delta mag Lp-band (planet-host) [mag]
# COLUMN imangsep:       Projected separation star-planet [arcsec]
# COLUMN imsep:          Projected separation star-planet [au]
# COLUMN imtruesep:      True separation star-planet [au]
# COLUMN impa:           Position angle star-planet [deg]
# COLUMN imdist:         Distance [pc]
# COLUMN imtelescope:    Telescope
# COLUMN iminstrument:   Instrument
# COLUMN imdateobs:      Date Obs [UT]
# COLUMN imcluster:      Cluster or group membership of host
# COLUMN imreflink:      Reference
# COLUMN imdisk:         Circumstellar Disk Detected?
# COLUMN imcorona:       Coronagraph Used?
# COLUMN imifu:          IFU Used?
# COLUMN ns:             Number of Stars
# COLUMN glon:           Galactic Longitude [deg]
# COLUMN glat:           Galactic Latitude [deg]
# COLUMN imjmag:         Stellar Magnitude J-band [mag]
# COLUMN imhmag:         Stellar Magnitude H-band [mag]
# COLUMN imkmag:         Stellar Magnitude K-band [mag]
# COLUMN imlpmag:        Stellar Magnitude Lp-band [mag]
# COLUMN implnjmag:      Planet Magnitude J-band [mag]
# COLUMN implnhmag:      Planet Magnitude H-band [mag]
# COLUMN implnkmag:      Planet Magnitude K-band [mag]
# COLUMN implnlpmag:     Planet Magnitude Lp-band [mag]
# COLUMN imstype:        Stellar Spectral Type
# COLUMN immass:         Stellar Mass [solar mass]
# COLUMN image:          Stellar Age [My]
# COLUMN imlum:          Stellar Luminosity [solar luminosity]
# COLUMN implmass:       Planet Mass [Jupiter mass]
# COLUMN implstype:      Planet Spectral Type
# COLUMN impltemp:       Planet Temperature [K]
# COLUMN implradius:     Planet Radius [Jupiter radius]
# COLUMN immodel:        Model Description
# COLUMN immodeldef:     Default Model
# COLUMN imnotes:        Notes
#
rowid,plntname,ra_str,ra,dec_str,dec,imdelthmag,imdeltjmag,imdeltkmag,imdeltlpmag,imangsep,imsep,imtruesep,impa,imdist,imtelescope,iminstrument,imdateobs,imcluster,imreflink,imdisk,imcorona,imifu,ns,glon,glat,imjmag,imhmag,imkmag,imlpmag,implnjmag,implnhmag,implnkmag,implnlpmag,imstype,immass,image,imlum,implmass,implstype,impltemp,implradius,immodel,immodeldef,imnotes
231,GSC 06214-00210 b,16:21:54.67,245.4777800,-20:43:09.13,-20.71920200,6.19,6.180000000000e+00,5.740000000000e+00,4.650000000000e+00,2.204,320.0,,176.0,145.0,Gemini:Gillett,NIRI,2011-04-19,Sco OB2/Upper Scorpius (US),<a href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,1,0,0,1,355.26196,20.1247378,9.95,9.33,9.13,9.10,1.613000000000e+01,15.52,1.487000000000e+01,1.375000000000e+01,K7 ?? 0.5,0.90,10,0.4,17,M9 ?? 0.5,2300,,"BT-Settl (Allard et al. 2011), Drift-Phoenix (Helling et al. 2008, Witte et al. 2009, 2011)",0,Ks and L' filters used
232,GQ Lup b,15:49:12.10,237.3004270,-35:39:05.1,-35.65142100,,,,,,,,,,HST,WFC3,2010-02-25,Lupus,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...783L..17Z/abstract target=ref>Zhou et al. 2014</a>,1,0,0,1,338.92535,14.5108803,,,,,,,,,,,,,31,,2400,4.600000000000e+00,BT-Settl (Allard et al. 2012),0,
233,PDS 70 b,14:08:10.16,212.0423330,-41:23:52.58,-41.39793890,,,8.000000000000e+00,,0.186,21.3,,152.4,,VLT:Melipal,SPHERE,2016-05-14,,<a href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3..749H/abstract target=ref>Haffert et al. 2019</a>,1,0,0,1,318.06210,19.2085494,,,,,,,,,,,,,,,,,,0,K1 filter used
234,PDS 70 b,14:08:10.16,212.0423330,-41:23:52.58,-41.39793890,,,,6.900000000000e+00,0.181,22.2,,151.4,,VLT:Antu,NACO,2016-06-01,,<a href=https://ui.adsabs.harvard.edu/abs/2019NatAs...3..749H/abstract target=ref>Haffert et al. 2019</a>,1,0,0,1,318.06210,19.2085494,,,,,,,,,,,,,,,,,,0,L' filter used
235,PDS 70 b,14:08:10.16,212.0423330,-41:23:52.58,-41.39793890,,,8.100000000000e+00,,0.192,22.2,,147.0,113.4,VLT:Melipal,SPHERE/IRDIS,2018-02-24,Sco OB2/Upper Centaurus-Lupus (UCL),<a href=https://ui.adsabs.harvard.edu/abs/2018A&A...617L...2M/abstract target=ref>M&uuml;ller et al. 2018</a>,1,1,0,1,318.06210,19.2085494,,,,,,,,,,0.76,5,,2,,1590,1.400000000000e+00,"BT-Settl (Allard et al. 2014, Baraffe et al. 2015)",0,
236,PDS 70 b,14:08:10.16,212.0423330,-41:23:52.58,-41.39793890,,,8.100000000000e+00,,0.192,22.2,,147.0,113.4,VLT:Melipal,SPHERE/IRDIS,2018-02-24,Sco OB2/Upper Centaurus-Lupus (UCL),<a href=https://ui.adsabs.harvard.edu/abs/2018A&A...617L...2M/abstract target=ref>M&uuml;ller et al. 2018</a>,1,1,0,1,318.06210,19.2085494,,,,,,,,,,0.76,5,,17,,1000,3.700000000000e+00,Exo-REM (Charnay et al. 2018),0,Cloud particles are fixed at 20 &mu;m and the vertical distribution takes into account vertical mixing and sedimentation.
237,PDS 70 b,14:08:10.16,212.0423330,-41:23:52.58,-41.39793890,,,8.100000000000e+00,,0.192,22.2,,147.0,113.4,VLT:Melipal,SPHERE/IRDIS,2018-02-24,Sco OB2/Upper Centaurus-Lupus (UCL),<a href=https://ui.adsabs.harvard.edu/abs/2018A&A...617L...2M/abstract target=ref>M&uuml;ller et al. 2018</a>,1,1,0,1,318.06210,19.2085494,,,,,,,,,,0.76,5,,55,,1100,3.300000000000e+00,Exo-REM (Charnay et al. 2018),0,Model has higher cloud opacities
238,PDS 70 b,14:08:10.16,212.0423330,-41:23:52.58,-41.39793890,,,8.100000000000e+00,,0.192,22.2,,147.0,113.4,VLT:Melipal,SPHERE/IRDIS,2018-02-24,Sco OB2/Upper Centaurus-Lupus (UCL),<a href=https://ui.adsabs.harvard.edu/abs/2018A&A...617L...2M/abstract target=ref>M&uuml;ller et al. 2018</a>,1,1,0,1,318.06210,19.2085494,,,,,,,,,,0.76,5,,890,,1155,2.700000000000e+00,"petitCODE (Molli&egrave;re et al. 2015, 2017)",0,Cloud-free model
239,PDS 70 b,14:08:10.16,212.0423330,-41:23:52.58,-41.39793890,,,8.100000000000e+00,,0.192,22.2,,147.0,113.4,VLT:Melipal,SPHERE/IRDIS,2018-02-24,Sco OB2/Upper Centaurus-Lupus (UCL),<a href=https://ui.adsabs.harvard.edu/abs/2018A&A...617L...2M/abstract target=ref>M&uuml;ller et al. 2018</a>,1,1,0,1,318.06210,19.2085494,,,,,,,,,,0.76,5,,0,,1050,2.000000000000e+00,"petitCODE (Molli&egrave;re et al. 2015, 2017)",0,Model does not consider scattering and includes only Mg2SiO4 cloud opacities
240,PDS 70 b,14:08:10.16,212.0423330,-41:23:52.58,-41.39793890,,,8.100000000000e+00,,0.192,22.2,,147.0,113.4,VLT:Melipal,SPHERE/IRDIS,2018-02-24,Sco OB2/Upper Centaurus-Lupus (UCL),<a href=https://ui.adsabs.harvard.edu/abs/2018A&A...617L...2M/abstract target=ref>M&uuml;ller et al. 2018</a>,1,1,0,1,318.06210,19.2085494,,,,,,,,,,0.76,5,,2,,1100,3.300000000000e+00,"petitCODE (Molli&egrave;re et al. 2015, 2017)",0,Model adds scattering
241,PDS 70 b,14:08:10.16,212.0423330,-41:23:52.58,-41.39793890,,,8.100000000000e+00,,0.192,22.2,,147.0,113.4,VLT:Melipal,SPHERE/IRDIS,2018-02-24,Sco OB2/Upper Centaurus-Lupus (UCL),<a href=https://ui.adsabs.harvard.edu/abs/2018A&A...617L...2M/abstract target=ref>M&uuml;ller et al. 2018</a>,1,1,0,1,318.06210,19.2085494,,,,,,,,,,0.76,5,,9,,1190,2.700000000000e+00,"petitCODE (Molli&egrave;re et al. 2015, 2017)",0,"Model contains four more cloud species including iron Na2S, KCl, Mg2SiO4, Fe"
242,Oph 11 b,16:22:25.21,245.6050580,-24:05:13.9,-24.08720800,,,,,,,,,145.0,CTIO:1.5m,SMARTS,2009-02-01 through 2009-05-31,Sco OB2/Upper Scorpius (US),<a href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..154P/abstract target=ref>Pecaut et al. 2012</a>,1,0,0,1,352.67858,17.8032159,,,,,,,,,,0.05,11,,21,,,,"DUSTY (Chabrier et al. 2000, Baraffe et al. 2002)",0,
243,GSC 06214-00210 b,16:21:54.67,245.4777800,-20:43:09.13,-20.71920200,,,,,,,,,145.0,CTIO:1.5m,SMARTS,2009-02-01 through 2009-05-31,Sco OB2/Upper Scorpius (US),<a href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..154P/abstract target=ref>Pecaut et al. 2012</a>,1,0,0,1,355.26196,20.1247378,,,,,,,,,,,11,,17,,,,"DUSTY (Chabrier et al. 2000, Baraffe et al. 2002)",0,
244,USco CTIO 108 b,16:05:54.07,241.4753200,-18:18:44.4,-18.31233200,,,,,,,,,145.0,CTIO:1.5m,SMARTS,2009-02-01 through 2009-05-31,Sco OB2/Upper Scorpius (US),<a href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..154P/abstract target=ref>Pecaut et al. 2012</a>,1,0,0,1,354.46977,24.5388974,,,,,,,,,,,11,,16,,,,"DUSTY (Chabrier et al. 2000, Baraffe et al. 2002)",0,
245,1RXS J160929.1-210524 b,16:09:30.31,242.3762680,-21:04:58.9,-21.08303600,,,,,,,,,145.0,CTIO:1.5m,SMARTS,2009-02-01 through 2009-05-31,Sco OB2/Upper Scorpius (US),<a href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..154P/abstract target=ref>Pecaut et al. 2012</a>,1,0,0,1,352.89056,22.0304266,,,,,,,,,,,11,,14,,,,"DUSTY (Chabrier et al. 2000, Baraffe et al. 2002)",0,
246,HIP 78530 b,16:01:55.46,240.4810640,-21:58:49.4,-21.98038860,,,,,,,,,157.0,CTIO:1.5m,SMARTS,2009-02-01 through 2009-05-31,Sco OB2/Upper Scorpius (US),<a href=https://ui.adsabs.harvard.edu/abs/2012ApJ...746..154P/abstract target=ref>Pecaut et al. 2012</a>,1,0,0,1,350.87063,22.6810591,,,,,,,,,,,11,,30,,,,"DUSTY (Chabrier et al. 2000, Baraffe et al. 2002)",0,
247,HR 8799 b,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,1.721,,,60.9,39.4,Keck:II,NIRC2,2007-08-02,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,5,,,,,0,
248,HR 8799 b,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,1.717,,,60.9,39.4,Keck:II,NIRC2,2007-10-25,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,5,,,,,0,
249,HR 8799 b,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,1.723,,,61.6,39.4,Keck:II,NIRC2,2008-09-18,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,1,0,1,92.76421,-35.5750779,,,,,,,,,,,,,5,,,,,0,
250,HR 8799 b,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,1.722,,,62.4,39.4,Keck:II,NIRC2,2009-07-30,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,1,0,1,92.76421,-35.5750779,,,,,,,,,,,,,5,,,,,0,
251,HR 8799 b,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,1.725,,,62.6,39.4,Keck:II,NIRC2,2009-08-01,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,5,,,,,0,
252,HR 8799 b,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,1.719,,,62.5,39.4,Keck:II,NIRC2,2009-11-01,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,5,,,,,0,
253,HR 8799 b,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,1.720,,,62.9,39.4,Keck:II,NIRC2,2010-07-13,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,1,0,1,92.76421,-35.5750779,,,,,,,,,,,,,5,,,,,0,
254,HR 8799 b,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,1.716,,,63.5,39.4,Keck:II,NIRC2,2010-10-30,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,5,,,,,0,
255,HR 8799 b,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,1.719,,,63.7,39.4,Keck:II,NIRC2,2011-07-21,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,1,0,1,92.76421,-35.5750779,,,,,,,,,,,,,5,,,,,0,
256,HR 8799 b,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,1.716,,,64.2,39.4,Keck:II,NIRC2,2012-07-22,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,1,0,1,92.76421,-35.5750779,,,,,,,,,,,,,5,,,,,0,
257,HR 8799 b,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,1.718,,,64.4,39.4,Keck:II,NIRC2,2012-10-26,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,1,0,1,92.76421,-35.5750779,,,,,,,,,,,,,5,,,,,0,
258,HR 8799 b,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,1.706,,,64.9,39.4,Keck:II,NIRC2,2013-10-16,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,5,,,,,0,
259,HR 8799 b,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,1.720,,,65.1,39.4,Keck:II,NIRC2,2014-07-17,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,5,,,,,0,
260,HR 8799 c,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.957,,,45.5,39.4,Keck:II,NIRC2,2007-08-02,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
261,HR 8799 c,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.957,,,45.1,39.4,Keck:II,NIRC2,2007-10-25,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
262,HR 8799 c,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.959,,,43.7,39.4,Keck:II,NIRC2,2008-09-18,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,1,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
263,HR 8799 c,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.957,,,41.9,39.4,Keck:II,NIRC2,2009-07-30,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,1,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
264,HR 8799 c,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.962,,,41.3,39.4,Keck:II,NIRC2,2009-08-01,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
265,HR 8799 c,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.961,,,41.5,39.4,Keck:II,NIRC2,2009-11-01,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
266,HR 8799 c,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.956,,,40.4,39.4,Keck:II,NIRC2,2010-07-13,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,1,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
267,HR 8799 c,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.960,,,39.2,39.4,Keck:II,NIRC2,2010-10-30,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
268,HR 8799 c,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.955,,,38.5,39.4,Keck:II,NIRC2,2011-07-21,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,1,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
269,HR 8799 c,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.956,,,37.2,39.4,Keck:II,NIRC2,2012-07-22,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,1,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
270,HR 8799 c,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.958,,,36.7,39.4,Keck:II,NIRC2,2012-10-26,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,1,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
271,HR 8799 c,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.953,,,34.7,39.4,Keck:II,NIRC2,2013-10-16,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
272,HR 8799 c,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.964,,,34.1,39.4,Keck:II,NIRC2,2014-07-17,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
273,HR 8799 d,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.614,,,163.5,39.4,Keck:II,NIRC2,2007-10-25,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
274,HR 8799 d,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.622,,,161.0,39.4,Keck:II,NIRC2,2008-09-18,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,1,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
275,HR 8799 d,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.624,,,157.7,39.4,Keck:II,NIRC2,2009-07-30,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,1,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
276,HR 8799 d,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.626,,,156.3,39.4,Keck:II,NIRC2,2009-11-01,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
277,HR 8799 d,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.634,,,155.3,39.4,Keck:II,NIRC2,2010-07-13,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,1,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
278,HR 8799 d,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.634,,,152.2,39.4,Keck:II,NIRC2,2010-10-30,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
279,HR 8799 d,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.638,,,151.7,39.4,Keck:II,NIRC2,2011-07-21,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,1,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
280,HR 8799 d,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.650,,,148.6,39.4,Keck:II,NIRC2,2012-07-22,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,1,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
281,HR 8799 d,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.648,,,147.7,39.4,Keck:II,NIRC2,2012-10-26,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,1,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
282,HR 8799 d,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.647,,,143.8,39.4,Keck:II,NIRC2,2013-10-16,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
283,HR 8799 d,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,0.667,,,143.2,39.4,Keck:II,NIRC2,2014-07-17,,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152...28K/abstract target=ref>Konopacky et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,7,,,,,0,
284,HR 8799 b,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,,,,,39.4,VLT:Melipal,SPHERE,,,<a href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,,,1300,4.000000000000e-01,"BT-Settl (Allard et al. 2014, Baraffe et al. 2015)",0,Planet temperature and radius taken from chi squared solution
285,HR 8799 b,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,,,,,39.4,VLT:Melipal,SPHERE,,,<a href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,,,1050,7.000000000000e-01,Cloud AE-60 (Madhusudhan et al. 2011),0,Planet temperature and radius taken from chi squared solution
286,HR 8799 b,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,,,,,,,39.4,VLT:Melipal,SPHERE,,,<a href=https://ui.adsabs.harvard.edu/abs/2016A&A...587A..58B/abstract target=ref>Bonnefoy et al. 2016</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,,,,,,,1100,7.000000000000e-01,"Exo-REM (Baudino, J.L. et al. 2015)",0,Planet temperature and radius taken from chi squared solution
287,HR 8799 e,23:07:28.72,346.8696590,+21:08:03.3,21.13425060,,,1.070000000000e+01,,0.393,16.4,,65.5,39.4,VLTI,GRAVITY,2018-08-28,,<a href=https://ui.adsabs.harvard.edu/abs/2019A&A...623L..11G/abstract target=ref>Collaboration et al. 2019</a>,1,0,0,1,92.76421,-35.5750779,,,,,,,,,A5,,,,10,L7,1150,1.170000000000e+00,Exo-REM (Charnay et al. 2018),0,
288,HIP 78530 b,16:01:55.46,240.4810640,-21:58:49.4,-21.98038860,7.61,8.280000000000e+00,7.280000000000e+00,6.900000000000e+00,4.527,740.0,,140.3,156.7,Gemini:Gillett,NIRI,"2011-03-30, 2011-08-16",Sco OB2/Upper Scorpius (US),<a href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,0,0,0,1,350.87063,22.6810591,6.92,6.93,6.90,6.91,1.521000000000e+01,14.55,1.418000000000e+01,1.381000000000e+01,,,10,,24,M7&plusmn;0.5,2700,,"BT-Settl (Allard et al. 2011), Drift-Phoenix (Helling et al. 2008, Witte et al. 2009, 2011)",0,Ks filter used
289,HIP 78530 b,16:01:55.46,240.4810640,-21:58:49.4,-21.98038860,7.61,8.280000000000e+00,7.280000000000e+00,6.900000000000e+00,4.527,740.0,,140.3,156.7,Gemini:Gillett,NIRI,"2011-03-30, 2011-08-16",Sco OB2/Upper Scorpius (US),<a href=https://ui.adsabs.harvard.edu/abs/2015ApJ...802...61L/abstract target=ref>Lachapelle et al. 2015</a>,0,0,0,1,350.87063,22.6810591,6.92,6.93,6.90,6.91,1.521000000000e+01,14.55,1.418000000000e+01,1.381000000000e+01,,,5,,23,M7&plusmn;0.5,2700,,"BT-Settl (Allard et al. 2011), Drift-Phoenix (Helling et al. 2008, Witte et al. 2009, 2011)",0,Ks filter used
290,HD 95086 b,10:57:03.02,164.2625890,-68:40:02.4,-68.66734310,,,,9.200000000000e+00,0.600,55.7,,150.9,90.4,VLT:Antu,NACO,2013-06-27,,<a href=https://ui.adsabs.harvard.edu/abs/2013ApJ...779L..26R/abstract target=ref>Rameau et al. 2013</a>,1,0,0,1,292.80292,-8.0752820,,,,,,,,1.630000000000e+01,,,17,,5,,1000,,BT-Settl (Allard et al. 2012),0,Apparent planetary magnitude calculated from absolute magnitude
